question,answer,link
"What fictional character, known for his love of donuts and often exclaiming 'D'oh!'?",Homer Simpson,https://en.wikipedia.org/wiki/Homer_Simpson
"What sitcom is known for its emotional moments, including the tragic story of Marshall's father's death?",How I Met Your Mother,https://en.wikipedia.org/wiki/How_I_Met_Your_Mother
"What automaker, founded in 1937, is a pioneer in the development of efficient and fuel-saving vehicles?",Toyota,https://en.wikipedia.org/wiki/Toyota
Name the player who achieved his 700th career goal in October 2019.,Cristiano Ronaldo,https://en.wikipedia.org/wiki/Cristiano_Ronaldo
Identify the political and spiritual leader who led the Salt March in 1930 as a protest against the British salt monopoly.,Mahatma Gandhi,https://en.wikipedia.org/wiki/Mahatma_Gandhi
Identify the longest-running American sitcom and animated program.,The Simpsons,https://en.wikipedia.org/wiki/The_Simpsons
Who is the English musician born in 1942 and known for being a member of The Beatles?,Paul McCartney,https://en.wikipedia.org/wiki/Paul_McCartney
What legendary actor and filmmaker is best known for his iconic character 'The Tramp' in silent cinema?,Charlie Chaplin,https://en.wikipedia.org/wiki/Charlie_Chaplin
"What cinematic masterpiece, featuring a character named Morpheus, challenges perceptions of reality and consciousness?",The Matrix,https://en.wikipedia.org/wiki/The_Matrix
Which channel is recognized for its high-quality original programming and exclusive movie releases?,HBO,https://en.wikipedia.org/wiki/HBO
Identify the British comedic team that created the feature films 'The Holy Grail' and 'Life of Brian'.,Monty Python,https://en.wikipedia.org/wiki/Monty_Python
"What superhero is a founding member of the Justice League, working alongside other iconic characters like Superman, Wonder Woman, and The Flash?",Batman,https://en.wikipedia.org/wiki/Batman
"Which cinematic universe includes the 2017 solo film 'Wonder Woman,' directed by Patty Jenkins?",DC Extended Universe,https://en.wikipedia.org/wiki/DC_Extended_Universe
"What entrepreneur is known for his involvement in high-profile projects such as the development of the Tesla Roadster, the first electric sports car?",Elon Musk,https://en.wikipedia.org/wiki/Elon_Musk
"Name the character who often finds himself in absurd situations, including his interactions with the neighbor Glenn Quagmire and the giant chicken Ernie.",Peter Griffin,https://en.wikipedia.org/wiki/Peter_Griffin
Name the movie star who co-founded the United Artists film studio and is considered one of the most important figures in the history of the film industry.,Charlie Chaplin,https://en.wikipedia.org/wiki/Charlie_Chaplin
Which military commander famously crossed the Alps with elephants during the Second Punic War?,Hannibal,https://en.wikipedia.org/wiki/Hannibal
"Identify the animated dad who has held various jobs throughout the series, including being a safety inspector at the nuclear power plant, a snowplow driver, and a food critic.",Homer Simpson,https://en.wikipedia.org/wiki/Homer_Simpson
Where is the headquarters for the Rainbow Times?,Boston,https://en.wikipedia.org/wiki/Boston
What author is often referred to as the 'father of modern fantasy literature'?,Tolkien,https://en.wikipedia.org/wiki/J._R._R._Tolkien
Which legendary rock band was formed in London in 1962 and is still active today?,The Rolling Stones,https://en.wikipedia.org/wiki/The_Rolling_Stones
Name the nation that bridges the continents of Europe and Asia through the Bosporus Strait.,Turkey,https://en.wikipedia.org/wiki/Turkey
Identify the ocean that separates the eastern coast of Asia from the western coast of the Americas.,Pacific Ocean,https://en.wikipedia.org/wiki/Pacific_Ocean
"Identify the footballer who has played for clubs like Barcelona, Paris Saint-Germain, and Manchester United, LA Galaxy and AC Mailand.",Zlatan Ibrahimović,https://en.wikipedia.org/wiki/Zlatan_Ibrahimovi%C4%87
Which band was founded by Steve Harris?,Iron Maiden,https://en.wikipedia.org/wiki/Iron_Maiden
Name the movie that features a malevolent entity that primarily appears in the form of a terrifying clown named Pennywise.,It,https://en.wikipedia.org/wiki/It_(2017_film)
"What NFL quarterback holds numerous records, including most career touchdown passes and most career passing yards?",Tom Brady,https://en.wikipedia.org/wiki/Tom_Brady
What is the name of the iconic sword-wielding class in Japanese society?,Samurai,https://en.wikipedia.org/wiki/Samurai
"Which app, founded by Kevin Systrom and Mike Krieger, quickly gained popularity for its user-friendly interface?",Instagram,https://en.wikipedia.org/wiki/Instagram
Which TV show is set at the fictional Sacred Heart Hospital and created by Bill Lawrence.,Scrubs,https://en.wikipedia.org/wiki/Scrubs_(TV_series)
What iconic rock group continued to release albums and tour with Adam Lambert after their lead vocalist's death?,Queen,https://en.wikipedia.org/wiki/Queen_(band)
"What film from 1999, known for its revolutionary visual effects and philosophical themes, follows the journey of a computer hacker?",The Matrix,https://en.wikipedia.org/wiki/The_Matrix
Identify the group whose song 'Paradise City' is known for its anthemic chorus and energetic vibe.,Guns N' Roses,https://en.wikipedia.org/wiki/Guns_N%27_Roses
Where does TUI AG host their headquarters?,Hanover,https://en.wikipedia.org/wiki/Hanover
Identify the web browser that uses the Gecko layout engine for rendering web pages.,Firefox,https://en.wikipedia.org/wiki/Firefox
Which class of people in medieval Japan were skilled in martial arts and warfare?,Samurai,https://en.wikipedia.org/wiki/Samurai
Identify the musician who played bass guitar and sang lead and backing vocals for The Beatles.,Paul McCartney,https://en.wikipedia.org/wiki/Paul_McCartney
Where are Million Dollar Minute and Family Feud based?,Melbourne,https://en.wikipedia.org/wiki/Melbourne
"Identify the doll character known for her signature blonde hair, blue eyes, and a wide range of outfits and accessories for children to play with.",Barbie,https://en.wikipedia.org/wiki/Barbie
"What artist gained widespread acclaim for songs like 'Blowin' in the Wind,' and 'The Times They Are a-Changin'?",Bob Dylan,https://en.wikipedia.org/wiki/Bob_Dylan
"Identify the athlete who achieved the feat of holding all four Grand Slam titles simultaneously in 2015–2016, earning the term 'Nole Slam.'",Novak Djokovic,https://en.wikipedia.org/wiki/Novak_Djokovic
"Name the web browser that competes with Chrome and Safari, offering a range of add-ons and extensions.",Firefox,https://en.wikipedia.org/wiki/Firefox
What brand uses the tagline 'The Ultimate Driving Machine' for its vehicles.,BMW,https://en.wikipedia.org/wiki/BMW
"Which Japanese city has a population of 1.46 million people, making it the ninth most populous city in Japan?",Kyoto,"https://en.wikipedia.org//w/index.php?title=Kyoto"""
Name the franchise that has become one of Nintendo's most successful and enduring series since its debut in 1986.,The Legend of Zelda,https://en.wikipedia.org/wiki/The_Legend_of_Zelda
"What leader's birthday, July 18, is celebrated internationally and dedicated to promoting global peace and social justice?",Nelson Mandela,https://en.wikipedia.org/wiki/Nelson_Mandela
What is the YouTube username of the Swedish individual who gained fame for his 'Let's Play' videos and commentary?,PewDiePie,https://en.wikipedia.org/wiki/PewDiePie
What is the largest city-state north of the Alps?,Bern,https://en.wikipedia.org/wiki/Bern
"Name the group that released the album 'Sticky Fingers,' featuring the iconic tongue and lips logo.",The Rolling Stones,https://en.wikipedia.org/wiki/The_Rolling_Stones
Which legendary structure involved Greek warriors hiding inside a hollow wooden statue?,Trojan Horse,https://en.wikipedia.org/wiki/Trojan_Horse
What video game character is often accompanied by an artificial intelligence construct named Cortana in his battles against alien forces?,Master Chief,https://en.wikipedia.org/wiki/Master_Chief_(Halo)
Identify the Wookiee who mourned the loss of Han Solo and continued to fight for the Resistance against the First Order.,Chewbacca,https://en.wikipedia.org/wiki/Chewbacca
What Austrian city features landmarks like the Imperial Palace and Hofkirche?,Innsbruck,https://en.wikipedia.org/wiki/Innsbruck
"Identify the character who is a mentor to both Anakin Skywalker and later to Anakin's son, Luke Skywalker.",Obi-Wan Kenobi,https://en.wikipedia.org/wiki/Obi-Wan_Kenobi
"Which country, with a coastline along the Baltic Sea, is known for its picturesque landscapes, including the Tatra Mountains and Mazury Lakes?",Poland,https://en.wikipedia.org/wiki/Poland
What racing discpiline of alpine skiing is considered a 'speed' event along with downhill?,Super-G,https://en.wikipedia.org//w/index.php?title=Super-G
"Name the Argentine footballer who played for clubs like Barcelona, Sevilla, and Newell's Old Boys and Napoli.",Diego Maradona,https://en.wikipedia.org/wiki/Diego_Maradona
"Identify the iconic film directed by the Wachowskis, featuring a dystopian future.",The Matrix,https://en.wikipedia.org/wiki/The_Matrix
In what empire did the Topkapi Palace serve as the primary residence of the sultans for centuries?,Ottoman Empire,https://en.wikipedia.org/wiki/Ottoman_Empire
"Identify the ocean that is surrounded by numerous countries and contains numerous islands, including the Hawaiian Islands and Easter Island.",Pacific Ocean,https://en.wikipedia.org/wiki/Pacific_Ocean
Name the football club whose motto is 'Droit au but' (Straight to the Goal).,Olympique de Marseille,https://en.wikipedia.org/wiki/Olympique_de_Marseille
Who is often referred to as the 'King of Pop' and is one of the most iconic figures in the history of popular music?,Michael Jackson,https://en.wikipedia.org/wiki/Michael_Jackson
Name the landmark green space that covers approximately 843 acres and is a designated National Historic Landmark in New York.,Central Park,https://en.wikipedia.org/wiki/Central_Park
Name the athlete who has played for teams like the Cleveland Cavaliers from 2003 to 2010 and Miami Heat from 2010 to 2014.,LeBron James,https://en.wikipedia.org/wiki/LeBron_James
Who developed the concept of the Oedipus complex in psychoanalytic theory?,Sigmund Freud,https://en.wikipedia.org/wiki/Sigmund_Freud
"Identify the state that is home to the Carlsbad Caverns, a stunning cave system with unique geological formations.",New Mexico,https://en.wikipedia.org/wiki/New_Mexico
Identify the character who serves as Walter White's business partner in the production and distribution of high-quality blue meth in 'Breaking Bad.',Jesse Pinkman,https://en.wikipedia.org/wiki/Jesse_Pinkman
"Name the Marvel character who underwent a government experiment, enhancing his physical abilities to peak human potential.",Captain America,https://en.wikipedia.org/wiki/Captain_America
"What video game character is known for his attitude, confident demeanor, and the catchphrase 'Gotta go fast!'?",Sonic the Hedgehog,https://en.wikipedia.org/wiki/Sonic_the_Hedgehog
"Identify the character who played a pivotal role in the creation of Dumbledore's Army, a student group formed to resist Lord Voldemort's influence at Hogwarts.",Hermione Granger,https://en.wikipedia.org/wiki/Hermione_Granger
In which country can you find the historic Schoenbrunn Palace?,Austria,https://en.wikipedia.org/wiki/Austria
"What is the widely used open-source operating system designed for mobile devices, primarily smartphones and tablets?",Android,https://en.wikipedia.org/wiki/Android_(operating_system)
"Identify the player who spent the majority of his club career at Manchester United, becoming their all-time leading scorer.",Wayne Rooney,https://en.wikipedia.org/wiki/Wayne_Rooney
"What group is known for its satirical and often surreal humor, which frequently challenged the conventions of traditional comedy?",Monty Python,https://en.wikipedia.org/wiki/Monty_Python
"What high-level programming language, known for its readability and simplicity, was created by Guido van Rossum in the late 1980s?",Python (programming language),https://en.wikipedia.org/wiki/Python_(programming_language)
"What character is equipped with an advanced suit of powered armor, known as MJOLNIR, providing enhanced strength, speed, and durability?",Master Chief,https://en.wikipedia.org/wiki/Master_Chief_(Halo)
What is the legal capital of the Republic of China?,Nanjing,https://en.wikipedia.org/wiki/Nanjing
Who was often referred to as the 'Great Communicator' for his skill in delivering speeches and connecting with the American public?,Ronald Reagan,https://en.wikipedia.org/wiki/Ronald_Reagan
"Who scored four goals in a single match against England in 2012, including a stunning long-range bicycle kick?",Zlatan Ibrahimović,https://en.wikipedia.org/wiki/Zlatan_Ibrahimovi%C4%87
Which nation is known for landmarks such as Big Ben and Buckingham Palace?,England,https://en.wikipedia.org/wiki/England
Identify the country with the world's second-largest proven oil reserves after Venezuela.,Saudi Arabia,https://en.wikipedia.org/wiki/Saudi_Arabia
What ancient scientist is attributed with the concept of the lever and fulcrum?,Archimedes,https://en.wikipedia.org/wiki/Archimedes
Who painted the famous portrait featuring a woman with an enigmatic smile?,Leonardo da Vinci,https://en.wikipedia.org/wiki/Leonardo_da_Vinci
What character often provides helpful items to Mario in the Super Mario Bros. series?,Toad,https://en.wikipedia.org/wiki/Toad_(Nintendo)
Identify the celebrity who is recognized for his contribution to the fall of the Berlin Wall with a performance at Brandenburg Gate.,David Hasselhoff,https://en.wikipedia.org/wiki/David_Hasselhoff
"What groundbreaking film features a red pill and a blue pill, symbolizing a choice between two different realities?",The Matrix,https://en.wikipedia.org/wiki/The_Matrix
Identify the city that is often referred to as the 'Eternal City' due to its historical and cultural significance.,Rome,https://en.wikipedia.org/wiki/Rome
Identify the candy maker whose factory tour is a central plot element in a classic children's novel.,Willy Wonka,https://en.wikipedia.org/wiki/Willy_Wonka
What Detroit-born musician is often referred to as the 'Rap God' for his exceptional lyrical skills?,Eminem,https://en.wikipedia.org/wiki/Eminem
Identify the actor famous for his role as Detective Frank Drebin in the 'Police Squad!' TV series.,Leslie Nielsen,https://en.wikipedia.org/wiki/Leslie_Nielsen
"Where is the Amalfi Coast situated, a stunning stretch of coastline known for its picturesque towns, cliffs, and crystal-clear waters?",Italy,https://en.wikipedia.org/wiki/Italy
"Name the media personality who has appeared in films such as 'House of Wax' and 'The Bling Ring,'.",Paris Hilton,https://en.wikipedia.org/wiki/Paris_Hilton
Name the rapper who released the album 'Graduation' in 2007.,Kanye West,https://en.wikipedia.org/wiki/Kanye_West
What trilogy is set against the backdrop of an immense struggle for the fate of Middle-earth and the triumph of good over evil?,The Lord of the Rings,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings
Which player made his first-team debut for FC Barcelona in 2004 at the age of 17?,Lionel Messi,https://en.wikipedia.org/wiki/Lionel_Messi
Which footballer holds the record for the most goals scored in a calendar year?,Lionel Messi,https://en.wikipedia.org/wiki/Lionel_Messi
"Who is the iconic figure who starred in films like 'City Lights,' 'Modern Times,' and 'The Great Dictator'?",Charlie Chaplin,https://en.wikipedia.org/wiki/Charlie_Chaplin
"Name the biblical figure who is often depicted with a staff and is credited with performing miracles, including turning his staff into a serpent.",Moses,https://en.wikipedia.org/wiki/Moses
What studio founded in 1984 is known for pushing the technical boundaries of PlayStation hardware with its games?,Naughty Dog,https://en.wikipedia.org/wiki/Naughty_Dog
Name the character whose full name is Barbara Millicent Roberts and has been a part of children's playtime for generations.,Barbie,https://en.wikipedia.org/wiki/Barbie
"Name the artist who received the Presidential Medal of Freedom posthumously in 2018, in recognition of his contributions to American culture.",Elvis Presley,https://en.wikipedia.org/wiki/Elvis_Presley
"Name the publisher whose characters, such as Aquaman, Green Lantern, and the Teen Titans, have contributed to the depth of its fictional universe.",DC Comics,https://en.wikipedia.org/wiki/DC_Comics
"Who was the American theoretical physicist and scientific director of the Manhattan Project, overseeing the development of the atomic bomb during World War II?",Robert Oppenheimer,https://en.wikipedia.org/wiki/J._Robert_Oppenheimer
"In what European nation will you find the Bialowieza Forest, one of the last and largest parts of the primeval forest that once covered much of the continent?",Poland,https://en.wikipedia.org/wiki/Poland
Name the performer whose impact on the entertainment industry earned him the title 'The Greatest Entertainer of All Time.',Michael Jackson,https://en.wikipedia.org/wiki/Michael_Jackson
What is the name of the internet meme that originated from a comic series called 'Boys Club'?,Pepe the Frog,https://en.wikipedia.org/wiki/Pepe_the_Frog
Identify the show in which Walter White adopts the alias 'Heisenberg'.,Breaking Bad,https://en.wikipedia.org/wiki/Breaking_Bad
"Name the footballer who is England's all-time leading goalscorer, scoring a record number of goals for the national team.",Wayne Rooney,https://en.wikipedia.org/wiki/Wayne_Rooney
Which metropolis is divided into five boroughs one of them beeing called Staten Island?,New York City,https://en.wikipedia.org/wiki/New_York_City
"Who is known for her diverse musical style, exploring genres such as pop, R&B, soul, and rock in her career?",Christina Aguilera,https://en.wikipedia.org/wiki/Christina_Aguilera
"Identify the animated series by MAtt Groening that has produced a feature-length film, released in 2007.",The Simpsons,https://en.wikipedia.org/wiki/The_Simpsons
Name the Jedi Knight who plays a key role in the Clone Wars and the fight against the Sith.,Obi-Wan Kenobi,https://en.wikipedia.org/wiki/Obi-Wan_Kenobi
What device is commonly used in seismological studies to understand the behavior of seismic waves and the structure of the Earth's interior?,Seismometer,https://en.wikipedia.org/wiki/Seismometer
"What iconic video game ape is often associated with barrels, as the character hurls them at the player-controlled hero in the classic arcade game?",Donkey Kong,https://en.wikipedia.org/wiki/Donkey_Kong
"What is the title of the series that features actors like 'John C. McGinley', 'Judy Reyes' and 'Zach Braff'?",Scrubs,https://en.wikipedia.org/wiki/Scrubs_(TV_series)
Who was portrayed by Connor Paolo in Gossip Girl?,Eric van der Woodsen,https://en.wikipedia.org//w/index.php?title=Eric_van_der_Woodsen
"Identify the film franchise that features characters like Batman, Superman, and Harley Quinn.",DC Extended Universe,https://en.wikipedia.org/wiki/DC_Extended_Universe
"What social media platform, known for its 280-character limit messages, was founded in 2006?",Twitter,https://en.wikipedia.org/wiki/Twitter
"In what empire did the Janissaries serve as elite infantry units, known for their loyalty to the sultan?",Ottoman Empire,https://en.wikipedia.org/wiki/Ottoman_Empire
"Who is the only member of The Beatles to be included in the Rock and Roll Hall of Fame twice, as a solo artist and as a member of the band?",Paul McCartney,https://en.wikipedia.org/wiki/Paul_McCartney
"Name the automaker that has a reputation for producing sporty, high-performance M models.",BMW,https://en.wikipedia.org/wiki/BMW
"Name the publisher that is a major competitor to Marvel Comics, producing a wide range of superhero, fantasy, and science fiction titles.",DC Comics,https://en.wikipedia.org/wiki/DC_Comics
"Name the wrestler who has won multiple WWE championships, including the WWE World Heavyweight Championship in 2005.",John Cena,https://en.wikipedia.org/wiki/John_Cena
Who became a chess Grandmaster in 1958 and later withdrew from competitive chess for several years?,Bobby Fischer,https://en.wikipedia.org/wiki/Bobby_Fischer
Who is the wise and powerful Jedi Master known for his unique speech pattern and small stature in the Star Wars universe?,Yoda,https://en.wikipedia.org/wiki/Yoda
Who is the Jedi Master portrayed by Sir Alec Guinness in the Original Trilogy of Star Wars films?,Obi-Wan Kenobi,https://en.wikipedia.org/wiki/Obi-Wan_Kenobi
What Roman leader was assassinated on the Ides of March in 44 BC?,Julius Caesar,https://en.wikipedia.org/wiki/Julius_Caesar
"Identify the performer who achieved widespread success with his 2004 album 'Confessions,' featuring hits like 'Yeah!' and 'Burn.'",Usher,https://en.wikipedia.org/wiki/Usher_(musician)
"In the Mario & Luigi RPG series, who often provides tutorials and advice to the Mario brothers?",Toad,https://en.wikipedia.org/wiki/Toad_(Nintendo)
"Identify the character known for his distinctive vocalizations and towering, hairy appearance.",Chewbacca,https://en.wikipedia.org/wiki/Chewbacca
"Who is the artist born as Marshall Bruce Mathers III, recognized for his impact on the hip-hop genre?",Eminem,https://en.wikipedia.org/wiki/Eminem
"What 'Breaking Bad' character forms a complex relationship with Walter White, featuring moments of loyalty, betrayal, and shared adversity?",Jesse Pinkman,https://en.wikipedia.org/wiki/Jesse_Pinkman
Identify the Pokémon that evolves from Pichu when leveled up with high friendship and evolves into Raichu when exposed to a Thunder Stone.,Pikachu,https://en.wikipedia.org/wiki/Pikachu
Whose video game charater's rival is called Dr. Robotnik?,Sonic the Hedgehog,https://en.wikipedia.org/wiki/Sonic_the_Hedgehog
What performer founded the entertainment company Maverick?,Madonna,https://en.wikipedia.org/wiki/Madonna
"Identify the statesman who was born in the village of Mvezo, Umtata, then part of South Africa's Cape Province.",Nelson Mandela,https://en.wikipedia.org/wiki/Nelson_Mandela
"Who led his army, including war elephants, across the treacherous Alps to confront Rome?",Hannibal,https://en.wikipedia.org/wiki/Hannibal
What character from 'The Simpsons' is best known for his catchphrase 'D'oh!'?,Homer Simpson,https://en.wikipedia.org/wiki/Homer_Simpson
Identify the Jedi Master who engages in iconic lightsaber duels with Darth Vader and General Grievous.,Obi-Wan Kenobi,https://en.wikipedia.org/wiki/Obi-Wan_Kenobi
What celebrity is known for her catchphrase 'That's hot!' and has used it in various media appearances and business ventures?,Paris Hilton,https://en.wikipedia.org/wiki/Paris_Hilton
Which entertainment giant is widely recognized for its role in the creation of the first full-length animated feature film?,Disney,https://en.wikipedia.org/wiki/The_Walt_Disney_Company
Who is a fictional character from the Harry Potter series that gets saved from a mountain troll by Ron and Harry?,Hermione Granger,https://en.wikipedia.org/wiki/Hermione_Granger
What is the name of the psychiatrist who emphasized the importance of early childhood experiences in shaping adult personality?,Sigmund Freud,https://en.wikipedia.org/wiki/Sigmund_Freud
Which iconic rock band was formed in London in 1970?,Queen,https://en.wikipedia.org/wiki/Queen_(band)
What Martin Scorsese film features a memorable scene where Matthew McConaughey's character teaches the main character the 'chest thump' chant?,The Wolf of Wall Street,https://en.wikipedia.org/wiki/The_Wolf_of_Wall_Street_(2013_film)
Name the player who scored the famous 'Hand of God' goal in the 1986 World Cup quarter-final match against England.,Diego Maradona,https://en.wikipedia.org/wiki/Diego_Maradona
Identify the character who uses the street name 'Cap'n Cook' in the 'Breaking Bad' universe.,Jesse Pinkman,https://en.wikipedia.org/wiki/Jesse_Pinkman
Identify the Great Old One whose name is often invoked in works of horror fiction beyond Lovecraft's stories.,Cthulhu,https://en.wikipedia.org/wiki/Cthulhu
"Who is known for his acrobatic goals, including the famous bicycle kick against England in 2012?",Zlatan Ibrahimović,https://en.wikipedia.org/wiki/Zlatan_Ibrahimovi%C4%87
"Name the individual who, according to the Bible, played a key role in the Exodus of the Israelites from Egypt, leading them through the wilderness for forty years.",Moses,https://en.wikipedia.org/wiki/Moses
What character from the Mario franchise is known for wearing a mushroom cap?,Toad,https://en.wikipedia.org/wiki/Toad_(Nintendo)
"Which iconic brand is associated with the creation of the first synchronized sound and color cartoon, 'Steamboat Willie'?",Disney,https://en.wikipedia.org/wiki/The_Walt_Disney_Company
Name the person who wore a simple loincloth and shawl as symbols of his nonviolent resistance and identification with the poor.,Mahatma Gandhi,https://en.wikipedia.org/wiki/Mahatma_Gandhi
Name the actor who starred as Dr. Horrible in the web series 'Dr. Horrible's Sing-Along Blog.',Neil Patrick Harris,https://en.wikipedia.org/wiki/Neil_Patrick_Harris
Where is the League of Nations located?,Switzerland,https://en.wikipedia.org/wiki/Switzerland
"What popular mobile game, released in 2009, involves flinging animals with a slingshot to destroy structures?",Angry Birds,https://en.wikipedia.org/wiki/Angry_Birds
Name the cultural phenomenon that introduced memorable characters like Luke Skywalker and Princess Leia.,Star Wars,https://en.wikipedia.org/wiki/Star_Wars
"What British comedy team is famous for its 'Four Yorkshiremen' sketch, portraying exaggerated tales of hardship with humor?",Monty Python,https://en.wikipedia.org/wiki/Monty_Python
"Which rock band's logo features two revolvers and roses, reflecting their name?",Guns N' Roses,https://en.wikipedia.org/wiki/Guns_N%27_Roses
"What game designer, born in 1952, began his career at Nintendo as an artist and has risen to become one of the company's most influential figures?",Shigeru Miyamoto,https://en.wikipedia.org/wiki/Shigeru_Miyamoto
What actor and singer gained fame for his role as Michael Knight in the TV series 'Knight Rider'?,David Hasselhoff,https://en.wikipedia.org/wiki/David_Hasselhoff
"Which band is famous for tracks like 'Run to the Hills' and 'Children of the Damned,' from 1982?",Iron Maiden,https://en.wikipedia.org/wiki/Iron_Maiden
Identify the character whose factory is located in a mysterious building with a towering chocolate waterfall.,Willy Wonka,https://en.wikipedia.org/wiki/Willy_Wonka
"Where is the traditional homeland of Monpa, Qiang, and Lhoba peoples?",Tibet,"https://en.wikipedia.org/wiki/Tibet"""
"Identify the park that includes several lakes, such as the Jacqueline Kennedy Onassis Reservoir, providing serene settings within the bustling city.",Central Park,https://en.wikipedia.org/wiki/Central_Park
"Who is the professional wrestler, actor, and television host known for his time in WWE and his catchphrase 'You can't see me'?",John Cena,https://en.wikipedia.org/wiki/John_Cena
"What iconic ape character, initially created to serve as an adversary for Mario, has evolved into a beloved and enduring figure in video game history?",Donkey Kong,https://en.wikipedia.org/wiki/Donkey_Kong
"What business magnate is known for his ambitious vision for the colonization of Mars, with SpaceX working towards making humans a multiplanetary species?",Elon Musk,https://en.wikipedia.org/wiki/Elon_Musk
"What company, founded in 1916, is considered one of the 'German Big Three' luxury automakers?",BMW,https://en.wikipedia.org/wiki/BMW
"Identify the team that plays its home matches at the Stade Vélodrome, one of the largest stadiums in France.",Olympique de Marseille,https://en.wikipedia.org/wiki/Olympique_de_Marseille
What planet is often referred to as the 'King of the Planets' due to its massive size?,Jupiter,https://en.wikipedia.org/wiki/Jupiter
Which artist was awarded the Companion of Honour in 2018 for his services to music?,Paul McCartney,https://en.wikipedia.org/wiki/Paul_McCartney
"What technology company is headquartered in Walldorf, Germany, and has a significant global presence?",SAP,https://en.wikipedia.org/wiki/SAP
Name the player with the most Super Bowl victories in NFL history.,Tom Brady,https://en.wikipedia.org/wiki/Tom_Brady
"What automaker, headquartered in Munich, is celebrated for its performance-oriented cars and motorcycles?",BMW,https://en.wikipedia.org/wiki/BMW
"Where is the home of the Wieliczka Salt Mine, a UNESCO World Heritage site?",Poland,https://en.wikipedia.org/wiki/Poland
"In what European country can you explore the ancient city of Pompeii, preserved by the eruption of Mount Vesuvius in 79 AD?",Italy,https://en.wikipedia.org/wiki/Italy
In which European nation will you find the picturesque Tuscany region?,Italy,https://en.wikipedia.org/wiki/Italy
"What popular online database, launched in 1990, is commonly used for information about films, television programs, and video games?",IMDb,https://en.wikipedia.org/wiki/IMDb
"Name the film that delves into the world of corporate espionage, where technology is used to enter the dreams of others.",Inception,https://en.wikipedia.org/wiki/Inception
What is the name of the popular photo and video sharing social networking service launched in 2010?,Instagram,https://en.wikipedia.org/wiki/Instagram
Identify the nation where the iconic Christ the Redeemer statue overlooks the city of Rio de Janeiro.,Brazil,https://en.wikipedia.org/wiki/Brazil
"What is the name of the author of 'The Interpretation of Dreams,' a significant work in the field of psychology?",Sigmund Freud,https://en.wikipedia.org/wiki/Sigmund_Freud
Which team's fans are known for the tradition of throwing an orange baseball onto the field after a home run?,Detroit Tigers,https://en.wikipedia.org/wiki/Detroit_Tigers
Who starred in the 2013 movie 'Her' as Samantha?,Scarlet Johansson,https://en.wikipedia.org/wiki/Scarlett_Johansson
The Techno music genre started in which city?,Detroit,https://en.wikipedia.org/wiki/Detroit
Name the singer-songwriter who achieved global fame with albums like 'Thriller' and 'Bad.',Michael Jackson,https://en.wikipedia.org/wiki/Michael_Jackson
"What iconic urban park is located in the heart of Manhattan, New York City?",Central Park,https://en.wikipedia.org/wiki/Central_Park
"What Mediterranean country is shaped like a high-heeled boot and is surrounded by the Adriatic, Ionian, and Tyrrhenian Seas?",Italy,https://en.wikipedia.org/wiki/Italy
Identify the character who wields a circular shield that is virtually indestructible and often thrown as a weapon.,Captain America,https://en.wikipedia.org/wiki/Captain_America
What TV show often features daydreams and surreal sequences to illustrate characters' thoughts?,Scrubs,https://en.wikipedia.org/wiki/Scrubs_(TV_series)
Who is the author of books such as 'The Churchill Factor' and 'The Dream of Rome'?,Boris Johnson,https://en.wikipedia.org/wiki/Boris_Johnson
"What technology company was founded by Steve Wozniak, and Ronald Wayne and one even more famous person?",Apple,https://en.wikipedia.org/wiki/Apple_Inc.
"Identify the franchise that introduced iconic items such as the Master Sword, the Ocarina of Time, and the Hookshot.",The Legend of Zelda,https://en.wikipedia.org/wiki/The_Legend_of_Zelda
"Identify the warship known for its speed, agility, and use in naval warfare by civilizations such as the Greeks and Romans.",Trireme,https://en.wikipedia.org/wiki/Trireme
"What film is famous for its mind-bending narrative, challenging the audience to distinguish between dream and reality?",Inception,https://en.wikipedia.org/wiki/Inception
Which TV series uses the MacLaren's Pub as a central location where the characters often gather?,How I Met Your Mother,https://en.wikipedia.org/wiki/How_I_Met_Your_Mother
"Identify the team that plays its home matches at the Camp Nou, one of the largest stadiums in Europe.",FC Barcelona,https://en.wikipedia.org/wiki/FC_Barcelona
"Name the Nintendo product that played a crucial role in popularizing handheld gaming, offering a wide range of games including classics like 'Tetris' and 'Super Mario Land.'",Game Boy,https://en.wikipedia.org/wiki/Game_Boy
Name the rock band that released the albums 'Use Your Illusion I' and 'Use Your Illusion II' in 1991.,Guns N' Roses,https://en.wikipedia.org/wiki/Guns_N%27_Roses
"Name the football club with a historic rivalry with Real Madrid, known as El Clásico.",FC Barcelona,https://en.wikipedia.org/wiki/FC_Barcelona
"Name the film universe that includes the 2017 release 'Justice League,' bringing together several superheroes.",DC Extended Universe,https://en.wikipedia.org/wiki/DC_Extended_Universe
What device is used to detect and measure ionizing radiation?,Geiger counter,https://en.wikipedia.org/wiki/Geiger_counter
"Name the portable gaming system that offered a compact, battery-powered alternative to home consoles.",Game Boy,https://en.wikipedia.org/wiki/Game_Boy
Who is often referred to as the 'Father of the Nation' in India for his role in the country's independence movement?,Mahatma Gandhi,https://en.wikipedia.org/wiki/Mahatma_Gandhi
